"","X","geoUID","r_external_5yr","r_inter_5yr","r_internal_5yr","r_intra_5yr","r_migrants_5yr","r_movers_5yr","r_nonMigrants_5yr","r_nonMovers_5yr"
"40168",40168,46120071,0,0,1,0.875,0.421,0.328,2.2,0.655
"40169",40169,4613,0.04,0.088,0.96,0.912,0.596,0.26,1.194,0.74
"40170",40170,46130049,0.061,0,0.909,0.967,0.55,0.283,0.818,0.717
"40171",40171,46130050,0,0,1.071,0.933,0.875,0.147,0.333,0.835
"40172",40172,46130051,0.125,0.095,0.875,0.952,0.4,0.212,2.056,0.784
"40173",40173,46130052,0.105,0.125,0.842,0.937,0.559,0.195,1.778,0.799
"40174",40174,46130053,0,0.375,1,0.625,0.667,0.156,2,0.851
"40175",40175,46130054,0,0,1,0.667,0.6,0.069,1,0.931
"40176",40176,46130055,0,0,0.857,0.833,0.7,0.07,1.5,0.93
"40177",40177,46130056,0,0,0.75,1.333,0.667,0.091,1e+05,0.909
"40178",40178,46130058,0,0.345,1.036,0.655,0.418,0.337,4.875,0.668
"40179",40179,46130059,0.32,0.389,0.72,0.667,0.417,0.364,2.125,0.63
"40180",40180,46130060,0,0.13,1.045,0.826,0.759,0.279,0.25,0.731
"40181",40181,46130061,0,0,1.143,1,0.467,0.144,2.667,0.856
"40182",40182,46130062,0.375,0.5,0.75,0.5,0.615,0.188,0.462,0.797
"40183",40183,46130063,0,0,0.75,1,0.267,0.179,3.667,0.821
"40184",40184,46130064,0,0.167,1,0.917,0.706,0.215,0.667,0.785
"40185",40185,46130065,0,0,1.091,0.833,0.324,0.206,1.643,0.788
"40186",40186,46130066,0,0,0.947,1,0.339,0.308,1.714,0.698
"40187",40187,46130068,0,0,1,1,0.552,0.234,2.6,0.758
"40188",40188,46130069,0,0.05,1.026,0.925,0.765,0.338,0.8,0.669
"40189",40189,46130070,0,0,1,1,0.5,0.235,3.333,0.765
"40190",40190,46130071,0.087,0,0.913,1,0.821,0.301,0.364,0.699
"40191",40191,46130072,0,0,1,1,0.652,0.422,1.067,0.569
"40192",40192,46130073,0.143,0.167,0.857,0.833,0.737,0.311,0.833,0.689
"40193",40193,46130074,0,0.167,1,0.917,0.706,0.185,1.667,0.815
"40194",40194,46130075,0,0,0.889,1.125,0.6,0.143,3,0.848
"40195",40195,46130076,0,0.08,1.042,0.92,0.96,0.248,0,0.752
"40196",40196,46130077,0,0.333,1,0.667,0.273,0.349,1.6,0.635
"40197",40197,46130078,0,0,1.167,1,0.333,0.429,1.5,0.571
"40198",40198,46130079,0.138,0.083,0.828,0.958,0.604,0.48,1.053,0.53
"40199",40199,46130080,0,0.143,1,0.857,0.389,0.466,1.545,0.534
"40200",40200,46130081,0,0.108,1.028,0.865,0.5,0.518,0.972,0.482
"40201",40201,46130082,0.095,0.158,0.905,0.789,0.467,0.469,1.562,0.531
"40202",40202,46130083,0,0.125,0.941,0.875,0.362,0.412,1.034,0.588
"40203",40203,46130084,0,0,1,0.889,0.429,0.412,1,0.578
"40204",40204,46130085,0,0,1,0.9,0.385,0.286,2.286,0.714
"40205",40205,46130086,0.15,0.111,0.9,0.889,0.541,0.446,1.214,0.554
"40206",40206,46130087,0,0,1,0.889,0.31,0.252,1.538,0.748
"40207",40207,46130088,0,0,0.909,1.1,0.687,0.225,1.5,0.775
"40208",40208,46130089,0,0.211,0.95,0.789,0.444,0.402,1.923,0.598
"40209",40209,46130090,0.211,0,0.737,1,0.5,0.388,1.333,0.602
"40210",40210,46130091,0.083,0.318,0.917,0.682,0.6,0.426,0.842,0.574
"40211",40211,46130092,0,0.118,0.944,0.882,0.462,0.411,1.571,0.589
"40212",40212,46130093,0.083,0.095,0.875,0.952,0.511,0.516,1.15,0.484
"40213",40213,46130094,0,0,1.043,0.958,0.885,0.333,0.273,0.667
"40214",40214,46130095,0.222,0,0.889,1,0.273,0.33,2.182,0.66
"40215",40215,46130096,0,0.1,1,0.9,0.714,0.298,0.421,0.702
"40216",40216,46130097,0,0,1.059,0.944,0.773,0.232,0.375,0.768
"40217",40217,46130098,0,0,1,0.923,0.867,0.187,0.333,0.812
"40218",40218,46130099,0,0.065,1,0.968,0.939,0.28,0.4,0.72
"40219",40219,46130100,0,0,1,0.905,0.778,0.16,1,0.834
"40220",40220,46130101,0,0,0.8,1.25,1,0.054,1e+05,0.935
"40221",40221,46130102,0,0,1,1,0.889,0.237,0.75,0.754
"40222",40222,46130103,0,0,0.833,1.2,0.5,0.112,350000,0.888
"40223",40223,46130105,0,0,1,1,0.767,0.323,0.636,0.677
"40224",40224,46130106,0.143,0,0.857,1,0.933,0.147,0.5,0.853
"40225",40225,46130107,0,0.125,1,0.812,0.8,0.227,0.444,0.773
"40226",40226,46130108,0,0,1,1,0.5,0.156,1.2,0.844
"40227",40227,46130109,0.118,0.187,0.941,0.875,0.708,0.187,1.4,0.812
"40228",40228,46130110,0.105,0,0.947,1,0.76,0.234,0.385,0.776
"40229",40229,46130111,0,0,1,1,0.792,0.16,0.5,0.84
"40230",40230,46130112,0,0,1,0.944,0.486,0.24,1.538,0.753
"40231",40231,46130113,0,0,1,1,0.75,0.129,1.5,0.882
"40232",40232,46130114,0.5,0.75,0.667,0,0.375,0.152,4.5,0.848
"40233",40233,46130115,0,0.154,0.929,0.923,0.824,0.148,0.5,0.852
"40234",40234,46130116,0,0,1,1,0.5,0.195,1,0.805
"40235",40235,46130117,0,0.067,1,1,0.811,0.223,2.333,0.777
"40236",40236,46130118,0,0,1,1,0.793,0.274,1.5,0.726
"40237",40237,46130119,0.15,0.118,0.85,0.824,0.8,0.221,1.25,0.77
"40238",40238,46130120,0.111,0.133,0.833,0.933,0.857,0.194,0.6,0.796
"40239",40239,46130121,0,0,1.027,1,0.771,0.495,1.222,0.485
"40240",40240,46130122,0,0.111,0.947,0.944,0.613,0.27,1.273,0.722
"40241",40241,46130123,0.111,0,1,0.944,0.818,0.212,0.8,0.788
"40242",40242,46130124,0,0,1,1,0.773,0.18,0.833,0.82
"40243",40243,46130125,0,0.25,1,0.75,0.696,0.25,2.667,0.739
"40244",40244,46130126,NA,NA,NA,NA,NA,NA,NA,NA
"40245",40245,46130127,NA,NA,NA,NA,NA,NA,NA,NA
"40246",40246,46130128,0,0,1,1,0.722,0.231,1,0.782
"40247",40247,46130129,0,0.075,0.976,0.95,0.759,0.38,0.812,0.62
"40248",40248,46130130,NA,NA,NA,NA,NA,NA,NA,NA
"40249",40249,46130131,0,0.15,1,0.85,0.571,0.151,1.077,0.853
"40250",40250,46130132,0,0.375,1,0.594,0.696,0.247,1.4,0.753
"40251",40251,46130133,0,0,1,1.042,0.8,0.25,0.462,0.758
"40252",40252,46130134,0,0,0,0,0,0.1,150000,0.9
"40253",40253,4614,0.019,0.129,0.981,0.871,0.65,0.275,1.127,0.725
"40254",40254,46140029,0,0.2,1,0.8,0.517,0.296,1.444,0.704
"40255",40255,46140030,0,0.6,0.833,0.6,0.273,0.247,2.286,0.742
"40256",40256,46140031,0,0.051,1.026,0.949,0.792,0.369,0.692,0.631
"40257",40257,46140032,0,0.25,0.889,0.875,0.692,0.197,0.667,0.803
"40258",40258,46140033,0,0.2,1,0.8,0.577,0.236,0.917,0.764
"40259",40259,46140034,0,0,1,1,0.667,0.214,1.286,0.786
"40260",40260,46140035,0.133,0.214,0.933,0.786,0.833,0.202,0.429,0.809
"40261",40261,46140036,0,0.182,1,0.909,0.55,0.208,1.6,0.792
"40262",40262,46140037,0,0.167,0.985,0.833,0.698,0.44,0.875,0.56
"40263",40263,46140038,0,0.097,1.033,0.903,0.789,0.304,0.35,0.704
"40264",40264,46140039,0,0,1,0.909,0.917,0.133,0.2,0.867
"40265",40265,46140040,0,0.25,0.923,0.833,0.382,0.358,1.75,0.653
"40266",40266,46140041,0.062,0.1,0.937,0.867,0.653,0.49,1.286,0.51
"40267",40267,46140042,0,0.136,1,0.864,0.71,0.292,1.667,0.698
"40268",40268,46140043,0,0.267,1,0.733,0.469,0.258,1.143,0.75
"40269",40269,46140044,0,0,0.95,1,0.526,0.29,2,0.71
"40270",40270,46140045,0.107,0,0.929,0.923,0.622,0.283,1.062,0.717
"40271",40271,46140046,0,0.115,0.963,0.962,0.6,0.308,1.583,0.678
"40272",40272,46140047,0,0,1,0.857,0.778,0.148,0.667,0.852
"40273",40273,46140048,0.1,0,0.95,0.947,0.714,0.209,1.143,0.784
"40274",40274,46140049,0,0,1,0.8,1,0.161,0,0.871
"40275",40275,46140050,0,0.222,1,0.667,0.643,0.212,2.5,0.788
"40276",40276,46140051,0,0,0.937,1,0.762,0.208,1.2,0.792
"40277",40277,46140052,0,0.2,1,0.8,0.769,0.206,0.3,0.794
"40278",40278,46140053,0,0.154,1.083,0.846,0.8,0.234,150000,0.766
"40279",40279,46140054,0,0.235,1,0.765,0.567,0.395,2.6,0.605
"40280",40280,46140055,0,0.087,0.958,0.913,0.828,0.254,0.556,0.746
"40281",40281,46140056,0,0.3,1,0.7,0.833,0.158,1,0.829
"40282",40282,46140057,0,0.385,1,0.615,0.765,0.175,0.667,0.835
"40283",40283,46140058,0,0,1,1,0.467,0.297,2.5,0.713
"40284",40284,46140059,0,0.176,0.944,0.824,0.643,0.337,1.667,0.663
"40285",40285,46140060,0,0,0.889,1,0.692,0.232,2,0.786
"40286",40286,4615,0.337,0.192,0.662,0.81,0.641,0.331,0.987,0.669
"40287",40287,46150063,NA,NA,NA,NA,NA,NA,NA,NA
"40288",40288,46150064,0,0,1,1,0.412,0.262,4.5,0.754
"40289",40289,46150065,NA,NA,NA,NA,NA,NA,NA,NA
"40290",40290,46150066,NA,NA,NA,NA,NA,NA,NA,NA
"40291",40291,46150067,0,0.5,1,0.5,0.615,0.255,1.5,0.745
"40292",40292,46150068,0,0.437,0.941,0.5,0.607,0.248,1,0.743
"40293",40293,46150069,0.1,0.222,0.9,0.778,0.571,0.33,1.4,0.67
"40294",40294,46150070,0,0,0.882,0.933,0.81,0.191,150000,0.809
"40295",40295,46150071,0.154,0.385,1,0.538,0.765,0.288,0.3,0.729
"40296",40296,46150072,0,0.222,1,0.667,0.474,0.333,1.571,0.649
"40297",40297,46150073,0,0.286,0.875,0.857,1,0.154,0,0.827
"40298",40298,46150074,0,0,1,0.75,0.667,0.086,1,0.914
"40299",40299,46150075,0,0.462,0.867,0.615,0.652,0.274,4,0.726
"40300",40300,46150076,0,0,1.077,0.929,0.867,0.208,0,0.792
"40301",40301,46150077,0,0.2,1.111,0.8,0.5,0.29,1.5,0.71
"40302",40302,46150078,0,0.133,0.937,0.933,0.727,0.355,0.7,0.645
"40303",40303,46150079,NA,NA,NA,NA,NA,NA,NA,NA
"40304",40304,46150080,0,0.118,0.944,0.941,0.783,0.284,1.333,0.704
"40305",40305,46150081,0.118,0.2,0.882,0.8,0.895,0.2,0.4,0.8
"40306",40306,46150083,0,0,1,1,0.679,0.341,0.9,0.671
"40307",40307,46150084,0,0.4,1,1,0.278,0.182,6,0.828
"40308",40308,46150085,0,0,1,0.937,0.485,0.344,1.778,0.667
"40309",40309,46150086,0,0.105,0.95,0.947,0.69,0.358,1,0.642
"40310",40310,46150087,0,0,1,1,0.333,0.309,1.818,0.691
"40311",40311,46150088,0.143,0,0.857,0.958,0.778,0.404,0.364,0.596
"40312",40312,46150089,0.118,0.312,0.941,0.687,0.436,0.487,1.375,0.525
"40313",40313,46150090,0.187,0.154,0.812,0.846,0.941,0.198,0.5,0.802
"40314",40314,46150091,0,0.125,1,0.937,0.64,0.212,0.769,0.78
"40315",40315,46150092,0,0.176,1,0.824,0.654,0.333,1,0.667
"40316",40316,46150093,0,0,0.917,1,0.75,0.178,0.364,0.822
"40317",40317,46150094,0,0,0.857,0.833,0.538,0.183,2.5,0.817
"40318",40318,46150095,0.176,0.133,0.882,0.867,0.739,0.307,0.857,0.693
"40319",40319,46150096,0.2,0.154,0.867,0.923,0.652,0.303,1.333,0.697
"40320",40320,46150097,0,0,1,0.9,0.588,0.293,1.75,0.707
"40321",40321,46150098,0,0,1,0.714,0.467,0.181,1.75,0.831
"40322",40322,46150099,0,0.4,1,0.8,0.217,0.333,1.636,0.667
"40323",40323,46150100,0,0.6,1,0,0.417,0.211,2.667,0.772
"40324",40324,46150102,0.766,0.353,0.221,0.706,0.748,0.609,0.491,0.385
"40325",40325,46150104,0.73,0.3,0.27,0.8,0.771,0.527,0.435,0.462
"40326",40326,46150105,0.605,0.562,0.372,0.375,0.558,0.67,1.478,0.33
"40327",40327,46150106,0.857,0.4,0.179,0.8,0.7,0.488,0.786,0.512
"40328",40328,46150107,0.759,0.214,0.241,0.857,0.763,0.613,0.581,0.387
"40329",40329,46150108,0.923,0.667,0.077,0,0.574,0.531,1.381,0.469
"40330",40330,46150109,0.759,0,0.241,0.857,0.592,0.476,0.87,0.534
"40331",40331,46150111,0.222,0.5,0.889,0.375,0.346,0.268,1.889,0.742
"40332",40332,46150112,0.389,0.667,0.667,0.333,0.692,0.295,1.4,0.705
"40333",40333,46150113,0,0,1,1,0.75,0.246,1,0.738
"40334",40334,46150114,0,0,0.937,1,0.941,0.212,0,0.8
"40335",40335,46150115,NA,NA,NA,NA,NA,NA,NA,NA
"40337",40337,4616,0.14,0.369,0.86,0.631,0.523,0.274,1.494,0.726
"40338",40338,46160032,0,0,1,1,0.333,0.162,1.333,0.865
"40339",40339,46160033,0,0.667,1,0.667,0.214,0.233,5.5,0.767
"40340",40340,46160034,0,0.333,1.091,0.583,0.44,0.342,0.867,0.658
"40341",40341,46160035,0,0.462,1,0.615,0.433,0.326,3.6,0.685
"40342",40342,46160036,0,0.2,1,0.8,0.323,0.36,1.333,0.64
"40343",40343,46160037,0,0.737,0.95,0.263,0.588,0.507,1.4,0.478
"40344",40344,46160038,0,0.545,1,0.455,0.5,0.218,1.833,0.782
"40345",40345,46160039,0,0.75,1,0.5,0.444,0.125,0.714,0.875
"40346",40346,46160040,0,0.333,1,0.667,0.429,0.222,1.143,0.762
"40347",40347,46160041,0.167,0.4,0.833,0.6,0.522,0.303,3.667,0.711
"40348",40348,46160042,0.065,0.172,0.935,0.828,0.646,0.432,0.85,0.568
"40349",40349,46160043,0.462,0.714,0.538,0.429,0.684,0.244,1,0.769
"40350",40350,46160044,0.2,0.467,0.75,0.6,0.833,0.293,0.444,0.707
"40351",40351,46160045,NA,NA,NA,NA,NA,NA,NA,NA
"40352",40352,46160046,0,0,1.5,0.667,0.5,0.333,1,0.667
"40353",40353,46160047,0.333,0.286,0.667,0.643,0.84,0.275,0.571,0.725
"40354",40354,46160048,0.273,0.353,0.773,0.647,0.629,0.302,2.75,0.707
"40355",40355,46160049,0.412,0.25,0.471,0.75,0.531,0.372,5,0.628
"40356",40356,46160050,0,0.222,0.9,0.889,0.667,0.214,1,0.786
"40357",40357,46160051,0,0.286,0.875,0.857,0.348,0.204,1.667,0.796
"40358",40358,46160052,0.286,0.333,0.857,0.833,0.233,0.246,3.833,0.77
"40359",40359,46160053,0,0,1.333,0.75,0.429,0.081,1,0.919
"40360",40360,46160054,0,0.4,1,0.7,0.4,0.253,1.364,0.747
"40361",40361,4617,0.057,0.211,0.945,0.789,0.53,0.317,1.294,0.683
"40362",40362,46170057,0,0.308,0.929,0.769,0.667,0.204,0.889,0.786
"40363",40363,46170058,0.083,0.174,0.958,0.826,0.727,0.337,0.692,0.673
"40364",40364,46170059,0,0,0.923,1.083,0.867,0.224,0.667,0.776
"40365",40365,46170060,0,0.3,1,0.8,0.667,0.288,1,0.712
"40366",40366,46170061,0,0,1,0.955,0.88,0.26,2,0.74
"40367",40367,46170062,0,0.571,1.077,0.357,0.65,0.215,1.167,0.785
"40368",40368,46170063,0.2,0.312,0.8,0.75,0.526,0.349,1,0.661
"40369",40369,46170064,0,0.269,0.929,0.769,0.528,0.393,0.962,0.6
"40370",40370,46170065,0.071,0.333,0.964,0.667,0.622,0.517,0.773,0.483
"40371",40371,46170066,0.115,0.208,0.923,0.792,0.565,0.5,1.667,0.5
"40372",40372,46170067,0,0.154,1,0.923,0.283,0.438,1.882,0.571
"40373",40373,46170068,0.154,0,0.923,0.917,0.52,0.275,2,0.725
"40374",40374,46170069,0,0.308,0.929,0.769,0.304,0.479,2.75,0.521
"40375",40375,46170070,0,0.182,1,0.818,0.333,0.407,1.909,0.605
"40376",40376,46170071,0.211,0.214,0.737,0.857,0.413,0.597,3.857,0.416
"40377",40377,46170072,0,0.154,1,0.846,0.52,0.309,3.25,0.679
"40378",40378,46170073,0.087,0.227,0.957,0.818,0.535,0.489,1.357,0.523
"40379",40379,46170074,0.368,0.167,0.632,0.833,0.463,0.466,1.437,0.534
"40380",40380,46170075,0.133,0,0.867,1,0.417,0.468,1.909,0.545
"40381",40381,46170076,0,0.105,0.95,0.895,0.465,0.426,1.6,0.574
"40382",40382,46170077,0,0.5,0.889,0.5,0.45,0.408,1.833,0.592
"40383",40383,46170078,0,0.2,1,0.8,0.5,0.233,0.833,0.767
"40384",40384,46170079,0,0.25,1,0.75,0.453,0.535,1.812,0.455
"40385",40385,46170080,0,0.2,1,0.9,0.345,0.315,2.25,0.685
"40386",40386,46170081,0,0.273,1,0.727,0.786,0.165,0.444,0.835
"40387",40387,46170082,0,0.25,1,0.75,0.8,0.273,0.25,0.745
"40388",40388,46170083,0,0.154,1,0.923,0.591,0.18,0.75,0.828
"40389",40389,46170084,0,0,1,0.6,0.625,0.123,0.75,0.877
"40390",40390,46170085,0,0.1,0.909,0.9,0.687,0.364,0.714,0.648
"40391",40391,46170086,0.24,0,0.76,0.947,0.581,0.524,1.2,0.476
"40392",40392,46170087,0,0.462,1,0.538,0.684,0.275,0.556,0.725
"40393",40393,46170088,0,0,1,1.333,0.429,0.106,1.333,0.909
"40394",40394,46170089,0,0.071,1.037,0.929,0.771,0.357,0.421,0.633
"40395",40395,46170090,0,0,1.111,1,0.692,0.169,0.25,0.844
"40396",40396,46170091,0,0,1,0.667,0.1,0.3,3.5,0.7
"40397",40397,46170092,0,0.286,1,0.857,0.2,0.255,2.7,0.737
"40398",40398,46170093,0.4,0.429,0.7,0.429,0.556,0.25,1.167,0.75
"40399",40399,46170094,0,0.5,0.889,0.625,0.75,0.135,0.667,0.865
"40400",40400,46170095,0,0,1,1,0.714,0.256,0.625,0.756
"40401",40401,46170096,0,0.8,1,0.4,0.556,0.562,1.5,0.437
"40402",40402,46170097,0,0,0.8,1,0.833,0.105,0,0.895
"40403",40403,46170098,0.1,0.333,0.9,0.704,0.714,0.282,1,0.718
"40404",40404,46170099,0,0,0.889,1,0.75,0.176,2e+05,0.809
"40405",40405,46170100,0,1,1,0,1,0.06,0,0.94
"40406",40406,46170101,0,0,0.8,1.25,1,0.071,1,0.929
"40407",40407,46170102,0,0.5,1,0.5,0.417,0.338,3.25,0.662
"40408",40408,46170103,0,0.182,1.1,0.727,0.417,0.407,1,0.593
"40409",40409,4618,0.059,0.152,0.939,0.848,0.602,0.279,1.027,0.721
"40410",40410,46180076,0,0.222,1,1,0.529,0.293,1.333,0.724
"40411",40411,46180077,0,0,1,0.857,0.583,0.245,1.667,0.755
"40412",40412,46180078,NA,NA,NA,NA,NA,NA,NA,NA
"40413",40413,46180079,NA,NA,NA,NA,NA,NA,NA,NA
"40414",40414,46180080,NA,NA,NA,NA,NA,NA,NA,NA
"40415",40415,46180081,NA,NA,NA,NA,NA,NA,NA,NA
"40416",40416,46180082,0,0.2,1,0.867,0.366,0.208,3.125,0.787
"40417",40417,46180083,0,0,1,1,0.5,0.134,1,0.866
"40418",40418,46180084,0,0.2,0.952,0.75,0.778,0.265,0.75,0.745
"40419",40419,46180085,0,0.167,1.091,0.75,0.423,0.277,1.667,0.723
"40420",40420,46180086,0,0,1.1,0.818,0.769,0.21,0.333,0.79
"40421",40421,46180087,0,0,1,1.1,0.667,0.242,0.714,0.742
"40422",40422,46180088,0,0,1,0.917,0.429,0.181,1.6,0.813
"40423",40423,46180089,NA,NA,NA,NA,NA,NA,NA,NA
"40424",40424,46180090,NA,NA,NA,NA,NA,NA,NA,NA
"40425",40425,46180091,NA,NA,NA,NA,NA,NA,NA,NA
"40426",40426,46180092,NA,NA,NA,NA,NA,NA,NA,NA
"40427",40427,46180093,0,0.667,1,0.667,0.375,0.129,1.5,0.855
"40428",40428,46180094,0,0.211,0.95,0.789,0.667,0.357,0.529,0.643
"40429",40429,46180095,0,0,1,0.875,0.286,0.337,1,0.675
"40430",40430,46180096,0,0,1,1,0.407,0.342,1.25,0.658
"40431",40431,46180097,0,0,1,1,0.231,0.176,1.667,0.824
"40432",40432,46180098,0,0.333,1,0.833,0.667,0.088,1,0.922
"40433",40433,46180099,0,0.333,1.038,0.667,0.591,0.28,0.944,0.72
"40434",40434,46180100,0,0,1,0.889,1,0.141,0,0.875
"40435",40435,46180101,0.154,0.182,0.846,0.909,0.722,0.189,1.2,0.8
"40436",40436,46180102,0,0.579,1,0.474,0.679,0.301,1.667,0.688
"40437",40437,46180103,0,0.444,1,0.556,0.818,0.125,0.667,0.886
"40438",40438,46180104,0.158,0.176,0.895,0.765,0.388,0.419,1.381,0.59
"40439",40439,46180105,0.048,0.128,0.929,0.872,0.627,0.419,1.389,0.581
"40440",40440,46180106,0,0,1,1,0.432,0.374,1.692,0.616
"40441",40441,46180107,0,0,0.947,1,0.576,0.306,0.765,0.694
"40442",40442,46180108,0,0.2,0.937,0.8,0.615,0.406,1.05,0.594
"40443",40443,46180109,0,0.061,1,0.879,0.846,0.283,0.538,0.717
"40444",40444,46180110,0,0.143,0.955,0.81,0.815,0.278,0.357,0.711
"40445",40445,46180111,0,0.167,1,0.833,0.818,0.415,0.421,0.594
"40446",40446,46180112,0,0.213,0.979,0.787,0.842,0.496,0.429,0.504
"40447",40447,46180113,0,0,1,0.966,0.725,0.364,0.714,0.645
"40448",40448,46180114,0,0,1.111,0.9,0.643,0.171,1,0.829
"40449",40449,46180115,0,0.103,1,0.931,0.829,0.271,0.429,0.729
"40450",40450,46180116,0,0,1,0.9,0.833,0.119,0.333,0.891
"40451",40451,46180117,0,0.4,0.909,0.5,0.423,0.317,1.778,0.671
"40452",40452,46180118,0,0.111,1,0.944,0.486,0.363,1.462,0.637
"40453",40453,46180119,0.353,0,0.676,1,0.607,0.544,0.667,0.456
"40454",40454,46180120,0.118,0.312,0.941,0.75,0.567,0.319,6.5,0.681
"40455",40455,46180121,0.75,0,0.25,1,0.364,0.333,10,0.677
"40456",40456,46180122,0,0,1,1,0.357,0.209,2,0.791
"40457",40457,46180123,0,0,0,0,0,0.061,1,0.939
"40458",40458,46180124,0,0.167,1.091,0.833,0.379,0.333,2,0.667
"40459",40459,46180125,0.214,0.444,0.643,0.667,0.778,0.2,0.571,0.8
"40460",40460,46180126,0,0.133,1.071,0.8,0.636,0.393,1.143,0.589
"40461",40461,46180127,0.333,0.333,0.75,0.778,0.522,0.256,0.786,0.744
"40462",40462,46180128,0,0.429,1.167,0.429,0.75,0.098,0.4,0.89
"40463",40463,46180129,0.2,0,0.8,1.125,0.909,0.193,0.143,0.789
"40464",40464,4619,0.008,0.099,0.996,0.901,0.379,0.24,1.412,0.761
"40465",40465,46190098,NA,NA,NA,NA,NA,NA,NA,NA
"40466",40466,46190099,0,0,1,1,0.35,0.25,2.333,0.737
"40467",40467,46190100,0,0,1,0.8,0.192,0.351,1.75,0.649
"40468",40468,46190101,0,0,1.091,0.833,0.239,0.313,1.36,0.694
"40469",40469,46190102,0,0,0.833,1.2,0.545,0.282,0.833,0.718
"40470",40470,46190103,0.182,0.182,1,1,0.306,0.232,1.562,0.768
"40471",40471,46190104,0,0,1,1,1,0.029,0,0.971
"40472",40472,46190105,0,0.5,1,1,0.267,0.326,3.667,0.696
"40473",40473,46190106,0,0.182,1,0.727,0.25,0.328,1.308,0.664
"40474",40474,46190107,0,0,0.923,1,0.22,0.5,2.19,0.5
"40475",40475,46190108,NA,NA,NA,NA,NA,NA,NA,NA
"40476",40476,46190109,0,0,1,1.091,0.786,0.368,0.429,0.658
"40477",40477,46190110,NA,NA,NA,NA,NA,NA,NA,NA
"40478",40478,46190111,NA,NA,NA,NA,NA,NA,NA,NA
"40479",40479,46190112,NA,NA,NA,NA,NA,NA,NA,NA
"40480",40480,46190113,NA,NA,NA,NA,NA,NA,NA,NA
"40481",40481,46190114,NA,NA,NA,NA,NA,NA,NA,NA
"40482",40482,46190115,NA,NA,NA,NA,NA,NA,NA,NA
"40483",40483,46190116,NA,NA,NA,NA,NA,NA,NA,NA
"40484",40484,46190117,0,0.091,1,0.909,0.458,0.35,1.625,0.642
"40485",40485,46190118,0,0.143,1,0.929,0.583,0.195,0.769,0.805
"40486",40486,46190119,0,0,1e+05,0,0,0,0,0.9
"40487",40487,46190120,0,0.182,1.1,0.818,0.5,0.172,0.9,0.828
"40488",40488,46190121,0,0,1,1,0.304,0.237,2,0.753
"40489",40489,46190122,0,0.167,1,0.917,0.48,0.223,1.625,0.777
"40490",40490,46190123,NA,NA,NA,NA,NA,NA,NA,NA
"40491",40491,46190124,0,0,1,1,0.364,0.151,1.75,0.849
"40492",40492,46190125,0,0.25,0.889,0.875,0.409,0.256,2.333,0.744
"40493",40493,46190126,NA,NA,NA,NA,NA,NA,NA,NA
"40494",40494,46190127,NA,NA,NA,NA,NA,NA,NA,NA
"40495",40495,46190128,0,0,0.9,1,0.769,0.228,0.5,0.789
"40496",40496,46190129,0,0,1.333,0.75,0.111,0.187,2.556,0.819
"40497",40497,46190130,0,0,1,0.75,0.211,0.176,3,0.815
"40498",40498,46190131,0,0,1,1,0.4,0.299,1.909,0.701
"40499",40499,46190132,0,0,0,0,0,0,0,0.969
"40500",40500,46190133,0,0.333,0.857,0.833,0.368,0.111,1,0.895
"40501",40501,46190134,0,0.235,1,0.765,0.68,0.357,0.615,0.629
"40502",40502,46190135,0,0,1.333,0.75,0.5,0.088,150000,0.897
"40503",40503,46190136,0,0,1,0,0.1,0.235,1.133,0.765
"40504",40504,46190137,0,0,1,1,0.514,0.312,1.286,0.687
"40505",40505,46190138,0,0.267,1,0.667,0.714,0.2,0.538,0.79
"40506",40506,46190139,0,0.25,1.091,0.667,0.423,0.186,1.067,0.807
"40507",40507,46190140,NA,NA,NA,NA,NA,NA,NA,NA
"40508",40508,4620,0.035,0.262,0.961,0.742,0.484,0.298,1.511,0.703
"40509",40509,46200029,NA,NA,NA,NA,NA,NA,NA,NA
"40510",40510,46200030,0,0,1,1,0.294,0.354,3,0.667
"40511",40511,46200031,0,0,1,1,0.5,0.12,1,0.88
"40512",40512,46200032,0,0,1.5,0.667,0.333,0.062,1,0.928
"40513",40513,46200033,0,0.273,1,0.727,0.846,0.289,1,0.711
"40514",40514,46200034,0,0.25,1.143,0.875,0.304,0.242,1.778,0.758
"40515",40515,46200035,0,0.6,1,0.4,0.312,0.403,5.667,0.597
"40516",40516,46200036,0,0.5,1.333,0.5,0.3,0.141,1.2,0.873
"40517",40517,46200037,0,0.267,1.071,0.667,0.538,0.329,1.333,0.658
"40518",40518,46200038,0,0.312,1,0.75,0.364,0.494,2.545,0.517
"40519",40519,46200039,0,0.545,1,0.455,0.275,0.519,2.636,0.481
"40520",40520,46200040,0.118,0.437,0.941,0.625,0.515,0.384,0.81,0.616
"40521",40521,46200041,0,0.103,1.036,0.862,0.509,0.482,1.625,0.518
"40522",40522,46200042,0,0,1,1,0.143,0.187,1.714,0.827
"40523",40523,46200043,0,1,1,0,0.222,0.111,1,0.889
"40524",40524,46200044,0,0.571,1,0.429,0.583,0.156,1.25,0.844
"40525",40525,46200045,0,0,0.833,1.2,0.462,0.194,2.333,0.821
"40526",40526,46200046,0.206,0.185,0.794,0.815,0.607,0.596,1,0.415
"40527",40527,46200047,0,0.286,1,0.571,0.636,0.155,2,0.845
"40528",40528,46200048,0,0.5,1,0.625,0.615,0.186,0.8,0.814
